drug_1	drug_2
DB12615	DB00331
DB11732	DB00571
DB11967	DB09035
DB00740	DB12243
DB12277	DB13296
DB13670	DB00518
DB00612	DB00264
DB01156	DB00215
DB11595	DB00947
DB11595	DB08882
DB15140	DB09035
DB01229	DB01262
DB14989	DB09037
DB00841	DB00368
DB15199	DB06605
DB11664	DB12465
DB14509	DB01221
DB00338	DB16170
DB00317	DB16250
DB15151	DB11595
DB00181	DB00829
DB14892	DB11730
DB00860	DB01234
DB08907	DB01032
DB08907	DB00661
DB06612	DB00860
DB00208	DB11823
DB15035	DB01045
DB00368	DB11842
DB00480	DB08870
DB00338	DB12095
DB12095	DB00927
DB15110	DB01262
DB15110	DB00987
DB00695	DB01032
DB00501	DB00331
DB00959	DB01234
DB00684	DB00512
DB11918	DB11714
DB00273	DB11732
DB01229	DB15286
DB11873	DB04854
DB08875	DB09035
DB12332	DB00762
DB09009	DB00281
DB00046	DB08882
DB15559	DB00072
DB15559	DB00990
DB09570	DB09053
DB01268	DB00571
DB00321	DB00193
DB11689	DB00928
DB14917	DB11703
DB08899	DB01248
DB01306	DB09564
DB00910	DB09037
DB11730	DB16250
DB16250	DB08911
DB15088	DB11714
DB00047	DB01306
DB08899	DB00399
DB08992	DB00482
DB11595	DB16125
DB11595	DB01248
DB11595	DB09303
DB00330	DB01045
DB15031	DB01098
DB11595	DB00997
DB01167	DB14857
DB01045	DB14857
DB00176	DB14857
DB09052	DB09037
DB00945	DB15773
DB06769	DB09035
DB01294	DB11581
DB00297	DB00640
DB01073	DB14086
DB01045	DB14986
DB01167	DB14986
DB08896	DB09037
DB01229	DB14765
DB00316	DB00788
DB00300	DB00442
DB15421	DB09331
DB00541	DB00853
DB08932	DB01098
DB11717	DB15286
DB00073	DB09037
DB01001	DB13867
DB00476	DB00571
DB00683	DB01211
DB08883	DB01221
DB11793	DB00072
DB14905	DB11595
DB09330	DB08916
DB00264	DB01136
DB14780	DB09037
DB08877	DB12638
DB01101	DB11714
DB09570	DB00480
DB11581	DB14989
DB00480	DB14989
DB00072	DB09053
DB00501	DB14872
DB09035	DB00987
DB01233	DB00193
DB01167	DB14962
DB00503	DB14962
DB08877	DB11759
DB00683	DB00571
DB04817	DB00316
DB08931	DB08932
DB11641	DB01248
DB08912	DB11684
DB09330	DB11689
DB00297	DB00844
DB00947	DB09037
DB04854	DB00049
DB14765	DB09035
DB01610	DB15419
DB01167	DB14846
DB11896	DB01611
DB16425	DB00482
DB08896	DB09035
DB14765	DB09037
DB08881	DB08935
DB00297	DB00316
DB00051	DB12917
DB08995	DB06228
DB09035	DB00958
DB11885	DB00762
DB08899	DB06322
DB05812	DB06322
DB09078	DB09035
DB00091	DB13126
DB12267	DB00683
DB14765	DB00853
DB09570	DB00220
DB11595	DB15409
DB00073	DB14867
DB14867	DB09053
DB06724	DB11093
DB11714	DB08911
DB08875	DB15232
DB08871	DB11714
DB12153	DB00915
DB11793	DB15421
DB09035	DB15082
DB00877	DB11689
DB00550	DB00763
DB09143	DB11730
DB00441	DB11730
DB00254	DB09037
DB01329	DB09287
DB15114	DB00635
DB03496	DB11581
DB11951	DB00196
DB11951	DB00927
DB00005	DB11834
DB09035	DB09037
DB13930	DB09073
DB00338	DB11922
DB11759	DB00987
DB00203	DB03128
DB01005	DB00853
DB00465	DB00818
DB01221	DB00745
DB00982	DB00857
DB01167	DB00982
DB01234	DB09073
DB00415	DB01234
DB11841	DB01101
DB12147	DB15421
DB11595	DB15078
DB00798	DB13026
DB08816	DB00813
DB12332	DB00112
DB00783	DB00929
DB08899	DB14581
DB06626	DB08916
DB01225	DB06228
DB00683	DB00889
DB11951	DB00898
DB11945	DB00441
DB11075	DB00860
DB12021	DB11581
DB14892	DB11791
DB14892	DB06168
DB00316	DB00281
DB01606	DB09050
DB11723	DB00099
DB01101	DB09035
DB00480	DB09331
DB06292	DB09038
DB00073	DB00853
DB00316	DB00996
DB11362	DB00758
DB01200	DB00316
DB11841	DB00041
DB11945	DB08871
DB05578	DB09035
DB00860	DB00945
DB00264	DB06703
DB15118	DB09037
DB00515	DB11714
DB15247	DB09035
DB15247	DB09037
DB01167	DB14976
DB01229	DB11945
DB08877	DB00853
DB00982	DB00577
DB00694	DB01248
DB16343	DB11758
DB12483	DB15078
DB09037	DB05136
DB00073	DB15035
DB01222	DB09113
DB12332	DB09035
DB00313	DB00205
DB06186	DB14581
DB06186	DB14776
DB05773	DB09073
DB00338	DB15133
DB08899	DB05899
DB09330	DB00945
DB06176	DB11581
DB09143	DB00724
DB09053	DB00853
DB01167	DB12427
DB12917	DB09029
DB01104	DB09128
DB09128	DB00476
DB09128	DB00472
DB09128	DB01175
DB09128	DB00715
DB06824	DB00859
DB06379	DB00669
DB14646	DB06282
DB00497	DB01050
DB09570	DB06176
DB00818	DB00653
DB11901	DB15421
DB15257	DB12874
DB13943	DB09035
DB11595	DB08896
DB11595	DB12325
DB11595	DB14811
DB00916	DB00736
DB16225	DB11945
DB05578	DB00441
DB01001	DB06612
DB04865	DB00928
DB12412	DB06292
DB12412	DB09038
DB01248	DB11885
DB00642	DB11885
DB06605	DB06695
DB06228	DB06695
DB01229	DB04849
DB01042	DB00437
DB00441	DB11714
DB00983	DB11855
DB11945	DB01248
DB00577	DB00853
DB01253	DB00107
DB11740	DB09074
DB14917	DB09074
DB00570	DB09035
DB00343	DB00302
DB12483	DB09053
DB00947	DB11581
DB00345	DB01362
DB00210	DB00254
DB06273	DB09035
DB05109	DB09035
DB00482	DB00945
DB06589	DB12565
DB00916	DB01327
DB00904	DB00434
DB06677	DB01045
DB00020	DB09035
DB11885	DB00317
DB06769	DB01073
DB00583	DB00718
DB00515	DB00305
DB04829	DB11664
DB00295	DB00750
DB01357	DB14924
DB00818	DB00422
DB00982	DB08875
DB09063	DB01248
DB00515	DB14765
DB00187	DB00281
DB00515	DB11595
DB00367	DB00554
DB14811	DB00480
DB00501	DB12509
DB00481	DB06643
DB01241	DB12612
DB01045	DB12612
DB01167	DB12612
DB11581	DB12141
DB00421	DB00381
DB00381	DB00808
DB06168	DB01248
DB05889	DB09052
DB00683	DB15133
DB09078	DB00398
DB05294	DB08875
DB08911	DB12015
DB02530	DB00404
DB11945	DB11967
DB11967	DB11760
DB00959	DB00067
DB06365	DB09074
DB00653	DB01234
DB00398	DB08896
DB14973	DB00683
DB00328	DB00316
DB08916	DB09035
DB09028	DB00945
DB12483	DB00331
DB12001	DB09035
DB00688	DB13126
DB08875	DB00002
DB00443	DB01234
DB00465	DB00230
DB01392	DB00741
DB00582	DB12471
DB00330	DB00207
DB15570	DB09037
DB08899	DB14976
DB09331	DB09053
DB12159	DB00043
DB00497	DB14009
DB00531	DB01281
DB08877	DB09035
DB16222	DB09053
DB08898	DB00563
DB08898	DB00073
DB09298	DB12881
DB06699	DB09035
DB05578	DB11595
DB00002	DB11714
DB11793	DB05239
DB00203	DB00264
DB01590	DB12154
DB00758	DB15773
DB00773	DB13049
DB12920	DB00928
DB00959	DB08877
DB00612	DB09083
DB15690	DB00743
DB08901	DB08911
DB11689	DB01234
DB12483	DB09035
DB01005	DB00819
DB13005	DB00958
DB00736	DB00331
DB01098	DB00571
DB01098	DB01136
DB01241	DB11652
DB01045	DB11652
DB00390	DB11652
DB01167	DB11652
DB11945	DB16252
DB09009	DB00961
DB06273	DB00635
DB12282	DB09037
DB01268	DB08875
DB11595	DB12141
DB09074	DB05812
DB11581	DB12874
DB00032	DB00094
DB12267	DB12130
DB11581	DB15425
DB01234	DB11730
DB02546	DB09074
DB14973	DB14726
DB01205	DB01183
DB00302	DB09526
DB13126	DB00058
DB08899	DB11581
DB08899	DB09037
DB09330	DB11963
DB05643	DB09035
DB14126	DB00811
DB00625	DB00683
DB01101	DB00958
DB00860	DB09029
DB15186	DB00072
DB16240	DB09035
DB00091	DB14974
DB14811	DB14707
DB06176	DB15295
DB00575	DB00297
DB16252	DB01101
DB01229	DB14976
DB00302	DB09222
DB00338	DB13867
DB14126	DB08930
DB14126	DB08864
DB05266	DB00853
DB15568	DB00002
DB15568	DB08916
DB15568	DB09037
DB01129	DB12255
DB09038	DB15123
DB01261	DB15123
DB00635	DB08895
DB00112	DB15765
DB11945	DB00448
DB14973	DB00331
DB08875	DB12119
DB00750	DB00083
DB10343	DB11595
DB01211	DB08903
DB00361	DB11595
DB14989	DB11850
DB12255	DB01098
DB12255	DB01045
DB01032	DB12255
DB12255	DB00390
DB00695	DB12255
DB13868	DB12255
DB00567	DB01140
DB06681	DB08889
DB14973	DB01098
DB00268	DB00996
DB00331	DB00512
DB00563	DB14828
DB01045	DB15163
DB14825	DB11714
DB11595	DB06273
DB00482	DB00218
DB08875	DB11714
DB01611	DB08911
DB08916	DB09511
DB01263	DB00196
DB00806	DB01076
DB12824	DB11714
DB14917	DB11714
DB00581	DB00904
DB11703	DB11581
DB11873	DB00437
DB13874	DB14568
DB01590	DB01234
DB00540	DB00281
DB09099	DB00104
DB00635	DB11714
DB00292	DB00107
DB00818	DB00107
DB11945	DB01101
DB09073	DB06616
DB00396	DB00378
DB01018	DB00281
DB00338	DB00261
DB00421	DB11581
DB11793	DB11595
DB11595	DB13007
DB11595	DB16225
DB08899	DB06643
DB01229	DB11771
DB06769	DB11581
DB08877	DB11581
DB04868	DB12597
DB15232	DB11760
DB00316	DB01213
DB01222	DB09273
DB09570	DB11942
DB13140	DB00512
DB05667	DB00331
DB00813	DB00753
DB05109	DB11581
DB00313	DB00320
DB12483	DB11581
DB00593	DB01175
DB01394	DB00806
DB00303	DB00760
DB09330	DB11793
DB00695	DB00999
DB00988	DB00770
DB00277	DB00561
DB11793	DB11958
DB13928	DB00030
DB16425	DB00945
DB00773	DB16124
DB01229	DB16124
DB00683	DB00708
DB00620	DB01234
DB01294	DB00843
DB14773	DB07101
DB09126	DB01284
DB01268	DB12001
DB12303	DB09035
DB11896	DB11760
DB00515	DB11918
DB12709	DB01610
DB14126	DB00879
DB00073	DB14989
DB11828	DB00313
DB09078	DB15043
DB01062	DB00289
DB00773	DB14993
DB00887	DB00310
DB11841	DB09074
DB00310	DB00594
DB00073	DB01281
DB13126	DB00176
DB00860	DB01165
DB00338	DB14986
DB00741	DB00860
DB14973	DB01032
DB09034	DB00907
DB12565	DB09053
DB08899	DB06704
DB09330	DB15133
DB01142	DB00724
DB09330	DB00822
DB09330	DB12048
DB09330	DB11363
DB15043	DB11885
DB00073	DB08879
DB12019	DB09035
DB12019	DB09037
DB11595	DB12019
DB06817	DB00879
DB01098	DB12332
DB11942	DB11581
DB00899	DB00497
DB11632	DB01235
DB11743	DB01006
DB00947	DB11743
DB01331	DB00207
DB06168	DB09037
DB00704	DB00717
DB11800	DB11714
DB00904	DB11653
DB16124	DB06334
DB11885	DB09037
DB13281	DB06151
DB00514	DB00296
DB14851	DB06186
DB01129	DB13126
DB00338	DB06204
DB00328	DB05187
DB16166	DB13928
DB01294	DB01043
DB15305	DB00683
DB06186	DB15378
DB11967	DB09037
DB12893	DB12332
DB11845	DB12332
DB00820	DB09037
DB14769	DB01045
DB05578	DB12332
DB00361	DB14993
DB09099	DB00030
DB13089	DB01234
DB00497	DB00193
DB15102	DB09037
DB00107	DB00929
DB12267	DB11967
DB14707	DB12170
DB01045	DB15166
DB12513	DB00661
DB01241	DB12513
DB15637	DB01045
DB00316	DB06151
DB08877	DB09037
DB01002	DB00668
DB15100	DB00928
DB12008	DB00531
DB12008	DB00441
DB00196	DB12471
DB06626	DB01268
DB00482	DB12340
DB11845	DB09035
DB13995	DB01109
DB09035	DB00526
DB14568	DB09035
DB11741	DB01181
DB11741	DB14776
DB00073	DB16409
DB11945	DB15140
DB00503	DB13126
DB11885	DB15765
DB06809	DB09037
DB00899	DB09061
DB13928	DB09038
DB15048	DB16343
DB00860	DB00099
DB08813	DB00682
DB05109	DB00762
DB11945	DB04145
DB00683	DB00557
DB01166	DB01175
DB00619	DB08901
DB06273	DB12154
DB01030	DB11885
DB08907	DB14935
DB00073	DB16406
DB00678	DB00381
DB12001	DB00112
DB11061	DB00512
DB05990	DB01586
DB09330	DB05220
DB12218	DB05812
DB14765	DB15765
DB01167	DB15003
DB13874	DB11581
DB01098	DB14924
DB00056	DB11978
DB00007	DB00050
DB12008	DB00762
DB06812	DB01222
DB08877	DB16322
DB15271	DB08877
DB00860	DB12023
DB01294	DB01098
DB00783	DB00020
DB11595	DB00072
DB11595	DB01006
DB00020	DB15765
DB00457	DB00434
DB00338	DB15637
DB01294	DB05239
DB01082	DB00537
DB01294	DB08911
DB00861	DB13126
DB01610	DB00853
DB01045	DB12048
DB01045	DB12756
DB01167	DB12048
DB00184	DB14009
DB01200	DB06288
DB00489	DB00204
DB12205	DB09073
DB00441	DB14723
DB00051	DB00065
DB11967	DB01611
DB00182	DB01576
DB11595	DB12768
DB00073	DB15140
DB00983	DB01409
DB11942	DB00619
DB01099	DB00681
DB13930	DB01611
DB00091	DB12612
DB15100	DB11581
DB11885	DB00853
DB16399	DB09037
DB00072	DB14993
DB00295	DB00413
DB00945	DB08901
DB01059	DB04924
DB00860	DB15091
DB15057	DB00515
DB14922	DB01101
DB14922	DB00642
DB00316	DB01075
DB11739	DB01060
DB01073	DB01181
DB15043	DB15106
DB00203	DB06335
DB09009	DB00633
DB01167	DB15245
DB08875	DB00642
DB06699	DB12941
DB00563	DB00641
DB00927	DB12048
DB11679	DB15765
DB05812	DB12332
DB08899	DB12332
DB14039	DB15328
DB14042	DB15328
DB05812	DB12887
DB08899	DB12887
DB05015	DB01072
DB00916	DB00207
DB14785	DB01281
DB00683	DB12048
DB11760	DB09035
DB00514	DB00715
DB09045	DB13928
DB02546	DB00675
DB00722	DB01136
DB15637	DB00196
DB00563	DB00331
DB03819	DB08885
DB00415	DB00207
DB00098	DB00531
DB00390	DB15773
DB00211	DB00571
DB00396	DB12235
DB11952	DB09053
DB09035	DB11885
DB11942	DB00853
DB09256	DB00441
DB06769	DB12109
DB01005	DB08877
DB00515	DB00213
DB08877	DB04652
DB00218	DB00836
DB00480	DB15765
DB12483	DB06176
DB00750	DB00093
DB01075	DB04465
DB08899	DB12941
DB15043	DB00112
DB00678	DB09038
DB12001	DB00853
DB00293	DB00002
DB00480	DB06273
DB00480	DB15434
DB00455	DB00927
DB11595	DB12674
DB12483	DB12332
DB01098	DB11644
DB00005	DB00834
DB11942	DB09037
DB15373	DB09447
DB01229	DB15219
DB12146	DB09035
DB08908	DB14004
DB00230	DB00316
DB14924	DB01045
DB11945	DB11794
DB01357	DB15003
DB11581	DB09037
DB11581	DB01101
DB01002	DB01221
DB01002	DB00653
DB11595	DB12332
DB01262	DB15765
DB16125	DB09331
DB13874	DB08877
DB00421	DB00783
DB09154	DB00175
DB11581	DB00188
DB11967	DB12130
DB08865	DB12130
DB00746	DB01005
DB00746	DB14242
DB15494	DB13925
DB00258	DB12255
DB12255	DB00658
DB00783	DB00286
DB00098	DB00028
DB08877	DB08911
DB01167	DB12019
DB01045	DB12019
DB05015	DB09035
DB05015	DB11730
DB01236	DB00281
DB01611	DB12001
DB15378	DB09035
DB14761	DB01611
DB01611	DB00207
DB14765	DB00390
DB11058	DB00544
DB12147	DB00564
DB06273	DB00026
DB09036	DB00026
DB00922	DB00653
DB08899	DB11760
DB11595	DB11760
DB00074	DB00059
DB06626	DB11760
DB00198	DB01611
DB00198	DB00207
DB13729	DB01611
DB09019	DB01611
DB11762	DB06603
DB00507	DB01611
DB00678	DB00945
DB00695	DB00598
DB06210	DB01234
DB00877	DB11714
DB00068	DB01611
DB00687	DB01200
DB00465	DB01234
DB14924	DB00669
DB00563	DB11714
DB12674	DB09037
DB12466	DB01611
DB11945	DB09073
DB04884	DB00820
DB00704	DB01221
DB14776	DB00526
DB01167	DB15106
DB05643	DB09037
DB11817	DB01611
DB14976	DB09037
DB11595	DB15247
DB00302	DB08818
DB11793	DB11885
DB16406	DB09037
DB16222	DB00073
DB06626	DB15043
DB11595	DB11945
DB00853	DB15631
DB01156	DB00909
DB01611	DB08895
DB00973	DB09303
DB15637	DB00853
DB11817	DB14761
DB14922	DB09078
DB15588	DB11672
DB14776	DB01101
DB15171	DB00316
DB06273	DB14761
DB08899	DB11901
DB01225	DB01109
DB01175	DB04876
DB04862	DB14761
DB11431	DB00518
DB15143	DB08895
DB15143	DB14924
DB09150	DB09144
DB01611	DB00608
DB11942	DB00112
DB08881	DB11595
DB11793	DB15765
DB11595	DB09073
DB08875	DB06791
DB14762	DB05679
DB00480	DB15035
DB01110	DB00620
DB09078	DB00643
DB09078	DB14776
DB00297	DB00454
DB00678	DB00602
DB05812	DB14004
DB00625	DB12874
DB01270	DB00620
DB11703	DB11714
DB08881	DB12483
DB11743	DB01101
DB08871	DB11743
DB00196	DB14986
DB01156	DB14986
DB01611	DB09035
DB12101	DB08935
DB12101	DB00073
DB00845	DB00068
DB00966	DB01197
DB00678	DB00310
DB00656	DB00425
DB00615	DB15035
DB00479	DB01112
DB00381	DB09242
DB11793	DB09037
DB06273	DB01234
DB00688	DB00853
DB11595	DB00441
DB01221	DB11823
DB11793	DB12001
DB01406	DB00871
DB00341	DB00350
DB00695	DB12243
DB11751	DB08930
DB00959	DB01109
DB01590	DB08911
DB01197	DB00331
DB01197	DB04876
DB06260	DB14761
DB00003	DB14761
DB14761	DB00091
DB00803	DB00760
DB00803	DB00560
DB01129	DB11703
DB00635	DB01394
DB14761	DB00060
DB00571	DB12768
DB01045	DB12134
DB00501	DB12134
DB00068	DB00811
DB09068	DB00659
DB00951	DB00929
DB08883	DB00822
DB11793	DB11828
DB00602	DB00331
DB00176	DB00331
DB06769	DB09037
DB15373	DB16024
DB11581	DB08860
DB00878	DB01060
DB01234	DB00641
DB14785	DB01098
DB06210	DB16364
DB04829	DB01454
DB09075	DB01394
DB09065	DB09299
DB15187	DB00928
DB09078	DB06626
DB00073	DB01367
DB09061	DB00717
DB06403	DB00795
DB00465	DB00633
DB00959	DB00451
DB01225	DB00959
DB00254	DB00207
DB00571	DB00929
DB00742	DB09287
DB01167	DB12887
DB01045	DB12887
DB00480	DB12281
DB00927	DB15232
DB01098	DB06210
DB08877	DB12010
DB04115	DB01136
DB11581	DB00762
DB14892	DB08911
DB14892	DB08912
DB00927	DB06151
DB09330	DB12001
DB11739	DB00683
DB11633	DB11703
DB00441	DB15043
DB05381	DB11193
DB01220	DB06151
DB01167	DB11679
DB11679	DB01045
DB11739	DB01045
DB00396	DB00635
DB04829	DB12465
DB11580	DB01257
DB00972	DB01222
DB11942	DB08877
DB09074	DB11885
DB00442	DB16095
DB15653	DB00333
DB00635	DB01611
DB01006	DB01101
DB00252	DB01202
DB14922	DB11679
DB14776	DB00853
DB08910	DB06317
DB11057	DB09061
DB09078	DB15463
DB01248	DB01037
DB00497	DB00734
DB00497	DB00246
DB00002	DB01269
DB10429	DB09029
DB11986	DB13048
DB00002	DB12824
DB14761	DB01281
DB00065	DB14761
DB00091	DB00741
DB01098	DB09038
DB00704	DB00331
DB09035	DB05148
DB09061	DB14311
DB00586	DB01050
DB10429	DB08879
DB12466	DB00207
DB01577	DB00370
DB00002	DB15140
DB00441	DB00910
DB14922	DB11885
DB13923	DB00025
DB15219	DB00642
DB12887	DB09037
DB08871	DB11885
DB06626	DB08885
DB01294	DB00762
DB00200	DB08917
DB11595	DB11743
DB09074	DB12001
DB14761	DB01234
DB00318	DB04817
DB01229	DB15043
DB11703	DB15044
DB00361	DB01117
DB01128	DB13729
DB00959	DB00996
DB06655	DB01132
DB15044	DB14867
DB00480	DB15044
DB00678	DB00860
DB01101	DB00307
DB11901	DB11853
DB00640	DB00975
DB11664	DB02701
DB00899	DB12404
DB01132	DB12914
DB00758	DB12914
DB13126	DB00331
DB01229	DB14776
DB14761	DB00058
DB00692	DB01085
DB00624	DB00308
DB00374	DB12389
DB05578	DB15765
DB12090	DB09330
DB00367	DB00834
DB04868	DB11904
DB01042	DB14829
DB11952	DB09035
DB09052	DB08901
DB00818	DB11823
DB00788	DB00193
DB12466	DB14761
DB09066	DB00066
DB00683	DB15170
DB00476	DB01175
DB12500	DB00196
DB08935	DB16371
DB05015	DB11760
DB00630	DB00571
DB12887	DB11714
DB09274	DB01087
DB01236	DB01189
DB00630	DB11866
DB00602	DB01611
DB01167	DB12218
DB09274	DB11672
DB00471	DB01611
DB00199	DB11853
DB06228	DB00254
DB01488	DB07919
DB00338	DB15305
DB06629	DB06292
DB14922	DB15036
DB00262	DB00965
DB00602	DB00254
DB09074	DB12015
DB06273	DB00065
DB08937	DB00112
DB08819	DB00654
DB00073	DB00091
DB00507	DB01059
DB01098	DB11732
DB01221	DB01234
DB01190	DB00929
DB11595	DB12001
DB00921	DB00193
DB00707	DB00965
DB00335	DB00598
DB01394	DB00704
DB00993	DB01181
DB01229	DB11793
DB08818	DB01234
DB09330	DB11885
DB14867	DB06176
DB08937	DB08896
DB08896	DB11714
DB15649	DB11075
DB06374	DB12001
DB00073	DB08935
DB11737	DB11885
DB15393	DB09037
DB12511	DB00331
DB06168	DB16322
DB11595	DB11901
DB00678	DB07795
DB09330	DB11791
DB12500	DB15435
DB08877	DB15435
DB00624	DB00050
DB00706	DB00586
DB15370	DB08871
DB00683	DB12320
DB11817	DB01234
DB00567	DB01327
DB12597	DB00619
DB09274	DB12070
DB01611	DB09073
DB06273	DB11767
DB00396	DB09126
DB06825	DB09126
DB11760	DB12887
DB00571	DB09037
DB08889	DB08910
DB09343	DB00432
DB00275	DB06292
DB15442	DB01248
DB00051	DB11817
DB04865	DB11581
DB11633	DB00362
DB00338	DB11703
DB08916	DB15043
DB12101	DB15044
DB12301	DB08930
DB15570	DB06186
DB12483	DB11714
DB00514	DB00472
DB11760	DB00762
DB01167	DB11703
DB11945	DB05992
DB08910	DB09035
DB14973	DB00927
DB01294	DB00316
DB15233	DB00683
DB14762	DB05676
DB00997	DB14086
DB14922	DB08871
DB11703	DB01045
DB11703	DB06724
DB09038	DB00030
DB00507	DB12466
DB06226	DB09037
DB01254	DB12941
DB15036	DB09037
DB00398	DB15043
DB00683	DB01202
DB15637	DB11885
DB05332	DB01206
DB15036	DB00213
DB00927	DB15036
DB00041	DB09037
DB00542	DB01611
DB00982	DB01017
DB01167	DB00736
DB14811	DB06769
DB01129	DB12218
DB00853	DB00331
DB01394	DB00945
DB12500	DB14568
DB12500	DB13874
DB00683	DB12218
DB06626	DB15765
DB00338	DB11740
DB01167	DB11740
DB11740	DB01045
DB13007	DB11714
DB11703	DB15765
DB11885	DB08911
DB16222	DB00441
DB00480	DB16222
DB16222	DB14989
DB12240	DB16222
DB00087	DB11988
DB16130	DB09037
DB08884	DB00743
DB00215	DB00681
DB01294	DB05679
DB00252	DB12114
DB01167	DB12114
DB12114	DB00715
DB00051	DB14845
DB14922	DB14769
DB08867	DB00929
DB11581	DB11684
DB00559	DB12389
DB14922	DB00398
DB00682	DB12389
DB00203	DB12389
DB06626	DB06186
DB04960	DB12015
DB11800	DB11595
DB15102	DB15765
DB00295	DB00404
DB00293	DB09078
DB11952	DB08877
DB09078	DB15765
DB00480	DB11703
DB01097	DB01432
DB01129	DB01060
DB00548	DB01017
DB00295	DB00281
DB00315	DB00907
DB04572	DB11703
DB00694	DB12141
DB06718	DB06210
DB01248	DB09035
DB00065	DB09037
DB11942	DB11760
DB01254	DB00928
DB14769	DB00112
DB14776	DB00552
DB08893	DB00820
DB16222	DB11581
DB12340	DB11581
DB00497	DB00465
DB08896	DB15765
DB11952	DB01248
DB00399	DB11866
DB11945	DB00642
DB00211	DB06212
DB01101	DB00650
DB14707	DB01101
DB15143	DB01357
DB00669	DB15170
DB01249	DB01362
DB11952	DB00928
DB15769	DB06334
DB08881	DB00398
DB00388	DB00316
DB11834	DB06674
DB12674	DB00559
DB00482	DB00927
DB06228	DB12362
DB09065	DB09074
DB09078	DB11945
DB00947	DB12483
DB11834	DB14762
DB01167	DB16173
DB01101	DB11885
DB06273	DB15434
DB01128	DB12001
DB01124	DB14924
DB00515	DB15765
DB00254	DB12825
DB00947	DB08896
DB14009	DB01183
DB01611	DB00244
DB14828	DB00176
DB14828	DB00201
DB09075	DB00758
DB06151	DB00928
DB01167	DB00635
DB00316	DB12293
DB00234	DB00422
DB11703	DB00196
DB01005	DB00820
DB12893	DB12015
DB14989	DB12887
DB11595	DB00619
DB01030	DB00762
DB01221	DB00996
DB00254	DB00860
DB14922	DB00762
DB11793	DB15043
DB09330	DB12025
DB15414	DB15765
DB03523	DB00975
DB01011	DB00741
DB15035	DB11581
DB11967	DB05015
DB16383	DB09037
DB09038	DB00026
DB11595	DB14889
DB04829	DB00715
DB00362	DB12471
DB15568	DB09073
DB11581	DB09052
DB01294	DB09038
DB00203	DB00193
DB01229	DB04868
DB01229	DB00806
DB00457	DB00571
DB00477	DB00853
DB00004	DB09037
DB01167	DB15133
DB11703	DB12887
DB00480	DB12887
DB09033	DB00065
DB09078	DB15769
DB11737	DB00564
DB09331	DB00188
DB00230	DB00904
DB14776	DB00099
DB00421	DB00310
DB00316	DB00201
DB00421	DB12945
DB14801	DB09038
DB00482	DB00537
DB11964	DB06736
DB11964	DB00788
DB11964	DB00482
DB01393	DB05990
DB11828	DB11791
DB01075	DB00450
DB14876	DB00619
DB00564	DB15170
DB08875	DB13985
DB01294	DB00002
DB00410	DB00798
DB00328	DB00864
DB00338	DB01628
DB12240	DB15434
DB00749	DB11582
DB16075	DB11581
DB11737	DB00112
DB16105	DB01248
DB00235	DB00841
DB00381	DB13166
DB01032	DB12878
DB00541	DB00860
DB00482	DB06334
DB00005	DB09033
DB00965	DB00997
DB00959	DB06205
DB00296	DB01221
DB00060	DB00331
DB00016	DB00819
DB00641	DB11693
DB00688	DB11693
DB00302	DB00048
DB00775	DB00945
DB00972	DB00764
DB00787	DB00684
DB11652	DB11730
DB14776	DB11885
DB00625	DB16173
DB16124	DB01101
DB15685	DB00683
DB15685	DB01045
DB15685	DB01167
DB00338	DB15685
DB15685	DB00863
DB00683	DB00653
DB00338	DB01060
DB01076	DB00929
DB01115	DB00653
DB12218	DB01248
DB00841	DB06273
DB01406	DB01261
DB00798	DB01234
DB12340	DB09074
DB06608	DB01087
DB15327	DB05812
DB11679	DB01098
DB00230	DB12399
DB08877	DB05036
DB01098	DB08816
DB00982	DB09077
DB01212	DB00571
DB00072	DB15155
DB01211	DB00582
DB11637	DB08903
DB12483	DB08935
DB12500	DB09035
DB00421	DB01230
DB00683	DB14879
DB00290	DB00958
DB09330	DB06322
DB14707	DB06186
DB06292	DB01132
DB00877	DB01281
DB00293	DB08896
DB16383	DB00928
DB00749	DB00818
DB05109	DB06589
DB11791	DB08911
DB14731	DB00928
DB00999	DB06292
DB01294	DB09037
DB00555	DB01202
DB00927	DB06480
DB00615	DB12687
DB11951	DB00704
DB08828	DB09143
DB01577	DB15434
DB01006	DB00641
DB00398	DB09035
DB01294	DB00736
DB06081	DB00635
DB09073	DB15463
DB15685	DB00912
DB01394	DB08816
DB00470	DB00201
DB08937	DB15106
DB00813	DB12404
DB15965	DB09063
DB14860	DB00112
DB01211	DB12645
DB00820	DB01591
DB14769	DB15106
DB09330	DB16091
DB00316	DB00454
DB01217	DB06699
DB11896	DB00947
DB01033	DB11581
DB08907	DB00345
DB01221	DB00708
DB06769	DB00441
DB00633	DB00107
DB00381	DB04861
DB00563	DB09052
DB14922	DB06334
DB00262	DB06292
DB12500	DB01262
DB15106	DB15765
DB00877	DB00959
DB01073	DB11678
DB11901	DB06322
DB00947	DB09074
DB01156	DB01104
DB00281	DB00193
DB08828	DB11595
DB14844	DB11595
DB06206	DB01400
DB13049	DB08871
DB05812	DB09221
DB12016	DB00564
DB00627	DB00227
DB00627	DB00641
DB00295	DB01183
DB09123	DB13956
DB00977	DB09123
DB00381	DB00542
DB00381	DB01076
DB01069	DB00514
DB01069	DB00318
DB01288	DB00332
