drug1	drug1_name	drug2	drug2_name	common_disease	common_disease_name
DB00163	Vitamin E	DB01043	memantine	C0002395	Alzheimer's disease
DB12233	iguratimod	DB01611	Hydroxychloroquine	C0003873	rheumatoid arthritis
DB01611	Hydroxychloroquine	DB01097	leflunomide	C0003873	rheumatoid arthritis
DB00759	tetracycline	DB06151	acetylcysteine	C0032285	pneumonia
DB00936	Salicylic acid	DB00945	aspirin	C0030193	Pain
DB00936	Salicylic acid	DB00945	aspirin	C0027051	Myocardial Infarction
DB00936	Salicylic acid	DB00945	aspirin	C0015967	fever
DB00936	Salicylic acid	DB00945	aspirin	C0004604	Back Pain
DB00936	Salicylic acid	DB00945	aspirin	C0003862	joint pain
DB00936	Salicylic acid	DB00945	aspirin	C0029408	osteoarthritis
DB00936	Salicylic acid	DB00945	aspirin	C0003873	rheumatoid arthritis
DB00936	Salicylic acid	DB00945	aspirin	C0149931	Migraine Disorders
DB00177	valsartan	DB01023	felodipine	C0020538	Hypertensive disease
DB01174	Phenobarbital	DB00201	caffeine	C0149931	Migraine Disorders
DB12319	benzbromarone	DB00437	allopurinol	C0018099	gout
DB01276	exenatide	DB08882	linagliptin	C0020456	hyperglycemia
DB01276	exenatide	DB08882	linagliptin	C0011849	diabetes mellitus
DB00825	levomenthol	DB01744	Camphor	C0004604	Back Pain
DB00399	zoledronic-acid	DB08910	pomalidomide	C0026764	multiple myeloma
DB00480	lenalidomide	DB00399	zoledronic-acid	C0026764	multiple myeloma
DB00199	erythromycin	DB01045	rifampin	C0025289	meningitis
DB01204	mitoxantrone	DB00997	doxorubicin	C0023467	Leukemia, Myelocytic, Acute
DB01204	mitoxantrone	DB00997	doxorubicin	C1458155	Mammary Neoplasms
DB00537	ciprofloxacin	DB00798	Gentamicins	C0014836	Escherichia coli Infections
DB00537	ciprofloxacin	DB00798	Gentamicins	C2242472	Infection of bone
DB00158	folic-acid	DB01234	dexamethasone	C0002871	anemia
DB06650	ofatumumab	DB00073	Rituximab	C0023434	chronic lymphocytic leukemia (CLL)
DB00997	doxorubicin	DB00762	irinotecan	C1458155	Mammary Neoplasms
DB00997	doxorubicin	DB00762	irinotecan	C0149925	Small Cell Carcinoma Of Lung
DB04865	homoharringtonine	DB00997	doxorubicin	C0023467	Leukemia, Myelocytic, Acute
DB01001	albuterol	DB01222	budesonide	C0004096	asthma
DB00631	clofarabine	DB00563	methotrexate	C0023449	Acute Lymphocytic Leukemia
DB01197	captopril	DB00177	valsartan	C0020538	Hypertensive disease
DB01197	captopril	DB00177	valsartan	C0011881	diabetic nephropathy
DB01197	captopril	DB00177	valsartan	C0242698	Ventricular Dysfunction, Left
DB01197	captopril	DB00177	valsartan	C0018802	congestive heart failure
DB00995	auranofin	DB00482	celecoxib	C0003873	rheumatoid arthritis
DB08895	tofacitinib	DB01234	dexamethasone	C0003873	rheumatoid arthritis
DB00998	frovatriptan	DB00945	aspirin	C0149931	Migraine Disorders
DB00544	5-fluorouracil	DB00563	methotrexate	C0278996	Cancer Of Head And Neck
DB00544	5-fluorouracil	DB00563	methotrexate	C0038356	Stomach Neoplasms
DB00544	5-fluorouracil	DB00563	methotrexate	C1458155	Mammary Neoplasms
DB00332	ipratropium	DB09273	doxofylline	C0004096	asthma
DB06605	apixaban	DB00758	clopidogrel	C0040053	thrombosis
DB06605	apixaban	DB00758	clopidogrel	C0038454	stroke
DB00654	latanoprost	DB00484	brimonidine	C0017601	glaucoma
DB00654	latanoprost	DB00484	brimonidine	C0017612	Glaucoma, Open-Angle
DB00654	latanoprost	DB00484	brimonidine	C0028840	ocular hypertension
DB01098	rosuvastatin	DB00627	niacin	C0020443	hypercholesterolemia
DB01098	rosuvastatin	DB00627	niacin	C0020474	Hyperlipidemia, Familial Combined
DB01098	rosuvastatin	DB00627	niacin	C0020473	hyperlipidemia
DB01098	rosuvastatin	DB00627	niacin	C0020557	hypertriglyceridemia
DB00073	Rituximab	DB06287	temsirolimus	C0003873	rheumatoid arthritis
DB01137	levofloxacin	DB00738	pentamidine	C0032285	pneumonia
DB06594	agomelatine	DB00234	reboxetine	C1269683	Major Depressive Disorder
DB01013	clobetasol-propionate	DB00136	calcitriol	C0033860	psoriasis
DB00277	Theophylline	DB01234	dexamethasone	C0004096	asthma
DB00548	Azelaic Acid	DB00916	metronidazole	C0035854	rosacea
DB00332	ipratropium	DB00281	lidocaine	C0003811	Cardiac Arrhythmia
DB06155	Rimonabant	DB04876	vildagliptin	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB04895	Pegaptanib	DB01270	Ranibizumab	C0242383	Age Related Macular Degeneration
DB04895	Pegaptanib	DB01270	Ranibizumab	C0027686	Pathologic Neovascularization
DB00950	fexofenadine	DB00852	Pseudoephedrine	C0035457	Rhinitis, Allergic, Perennial
DB00950	fexofenadine	DB00852	Pseudoephedrine	C2607914	Allergic Rhinitis (Disorder)
DB00950	fexofenadine	DB00852	Pseudoephedrine	C0018621	Hay Fever
DB01278	Pramlintide	DB01306	insulin aspart, biphasic isophane [injection]	C0011849	diabetes mellitus
DB00588	fluticasone propionate	DB01409	tiotropium	C0004096	asthma
DB00588	fluticasone propionate	DB01409	tiotropium	C0034067	Pulmonary Emphysema
DB01075	diphenhydramine	DB01050	ibuprofen	C0018681	headache
DB00620	triamcinolone	DB00091	cyclosporine	C0033860	psoriasis
DB00620	triamcinolone	DB00091	cyclosporine	C0004096	asthma
DB00620	triamcinolone	DB00091	cyclosporine	C0024141	Lupus Erythematosus, Systemic
DB00620	triamcinolone	DB00091	cyclosporine	C0003873	rheumatoid arthritis
DB01050	ibuprofen	DB00193	tramadol	C0030193	Pain
DB01050	ibuprofen	DB00193	tramadol	C0029408	osteoarthritis
DB01225	Enoxaparin	DB12364	betrixaban	C0149871	deep vein thrombosis (DVT)
DB01068	clonazepam	DB00555	lamotrigine	C0014544	epilepsy
DB01068	clonazepam	DB00555	lamotrigine	C0238111	Lennox-Gastaut Syndrome
DB00605	sulindac	DB00193	tramadol	C0029408	osteoarthritis
DB00620	triamcinolone	DB00860	prednisolone	C0005138	Berylliosis
DB00620	triamcinolone	DB00860	prednisolone	C0030807	Pemphigus
DB00620	triamcinolone	DB00860	prednisolone	C0011616	contact dermatitis
DB00620	triamcinolone	DB00860	prednisolone	C0037274	Dermatologic disorders
DB00620	triamcinolone	DB00860	prednisolone	C0026948	Mycosis Fungoides
DB00620	triamcinolone	DB00860	prednisolone	C0003872	psoriatic arthritis
DB00620	triamcinolone	DB00860	prednisolone	C0039103	Synovitis
DB00620	triamcinolone	DB00860	prednisolone	C0033860	psoriasis
DB00620	triamcinolone	DB00860	prednisolone	C0019829	Hodgkin's lymphoma
DB00620	triamcinolone	DB00860	prednisolone	C0020517	Hypersensitivity
DB00620	triamcinolone	DB00860	prednisolone	C0021390	inflammatory bowel disease
DB00620	triamcinolone	DB00860	prednisolone	C0002994	angioedema
DB00620	triamcinolone	DB00860	prednisolone	C0001627	congenital adrenal hyperplasia
DB00620	triamcinolone	DB00860	prednisolone	C0023052	Laryngeal Edema
DB00620	triamcinolone	DB00860	prednisolone	C0036508	seborrheic dermatitis
DB00620	triamcinolone	DB00860	prednisolone	C0001623	Adrenal Gland Hypofunction
DB00620	triamcinolone	DB00860	prednisolone	C0038013	ankylosing spondylitis
DB00620	triamcinolone	DB00860	prednisolone	C0015397	Disorder of eye
DB00620	triamcinolone	DB00860	prednisolone	C0027726	nephrotic syndrome
DB00620	triamcinolone	DB00860	prednisolone	C0024301	follicular lymphoma
DB00620	triamcinolone	DB00860	prednisolone	C0002875	Cooley's anemia
DB00620	triamcinolone	DB00860	prednisolone	C0003873	rheumatoid arthritis
DB00620	triamcinolone	DB00860	prednisolone	C0024305	non-Hodgkin lymphoma (NHL)
DB00620	triamcinolone	DB00860	prednisolone	C0024141	Lupus Erythematosus, Systemic
DB00620	triamcinolone	DB00860	prednisolone	C0006114	Cerebral Edema
DB00620	triamcinolone	DB00860	prednisolone	C1260899	Anemia, Diamond-Blackfan
DB00620	triamcinolone	DB00860	prednisolone	C0004364	Autoimmune Diseases
DB00620	triamcinolone	DB00860	prednisolone	C0011606	Exfoliative Dermatitis
DB00620	triamcinolone	DB00860	prednisolone	C0036202	Sarcoidosis
DB00620	triamcinolone	DB00860	prednisolone	C0015230	Exanthema
DB00620	triamcinolone	DB00860	prednisolone	C0040147	thyroiditis
DB00620	triamcinolone	DB00860	prednisolone	C0079773	cutaneous T-cell lymphoma (CTCL)
DB00620	triamcinolone	DB00860	prednisolone	C0405580	Adrenal Cortical Hypofunction
DB00620	triamcinolone	DB00860	prednisolone	C0001403	Addison's disease
DB00620	triamcinolone	DB00860	prednisolone	C0039483	Giant Cell Arteritis
DB00620	triamcinolone	DB00860	prednisolone	C0042164	Uveitis
DB00620	triamcinolone	DB00860	prednisolone	C0036830	Serum Sickness
DB00620	triamcinolone	DB00860	prednisolone	C0014742	Erythema Multiforme
DB00620	triamcinolone	DB00860	prednisolone	C2607914	Allergic Rhinitis (Disorder)
DB00620	triamcinolone	DB00860	prednisolone	C0024138	Lupus Erythematosus, Discoid
DB00620	triamcinolone	DB00860	prednisolone	C0002880	Autoimmune Hemolytic Anemia
DB00620	triamcinolone	DB00860	prednisolone	C0026769	multiple sclerosis
DB00620	triamcinolone	DB00860	prednisolone	C0011615	Dermatitis, Atopic
DB00620	triamcinolone	DB00860	prednisolone	C0010346	Crohn's disease
DB00620	triamcinolone	DB00860	prednisolone	C0023449	Acute Lymphocytic Leukemia
DB00620	triamcinolone	DB00860	prednisolone	C0004096	asthma
DB00620	triamcinolone	DB00860	prednisolone	C0003868	Arthritis, Gouty
DB00758	clopidogrel	DB09030	vorapaxar	C0027051	Myocardial Infarction
DB00758	clopidogrel	DB09030	vorapaxar	C0040053	thrombosis
DB00758	clopidogrel	DB09030	vorapaxar	C1704436	peripheral artery disease (PAD)
DB00758	clopidogrel	DB09030	vorapaxar	C0038454	stroke
DB01120	gliclazide	DB04876	vildagliptin	C0020456	hyperglycemia
DB01120	gliclazide	DB04876	vildagliptin	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB01120	gliclazide	DB04876	vildagliptin	C0011849	diabetes mellitus
DB13500	otilonium	DB09089	trimebutine	C0022104	irritable bowel syndrome
DB09038	empagliflozin	DB01132	pioglitazone	C0020456	hyperglycemia
DB09038	empagliflozin	DB01132	pioglitazone	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB09038	empagliflozin	DB01132	pioglitazone	C0011849	diabetes mellitus
DB01255	Lisdexamfetamine	DB01018	guanfacine	C1263846	attention-deficit/hyperactivity disorder (ADHD)
DB00594	amiloride	DB00384	triamterene	C0020538	Hypertensive disease
DB00594	amiloride	DB00384	triamterene	C0018802	congestive heart failure
DB00594	amiloride	DB00384	triamterene	C0013604	edema
DB00966	telmisartan	DB00335	atenolol-(+/-)	C0020538	Hypertensive disease
DB00966	telmisartan	DB00335	atenolol-(+/-)	C0018802	congestive heart failure
DB08906	fluticasone furoate	DB09076	umeclidinium	C0024117	Chronic Obstructive Airway Disease
DB00712	flurbiprofen-(+/-)	DB11994	diacerein	C0029408	osteoarthritis
DB00635	prednisone	DB00394	beclomethasone-dipropionate	C0014356	Enterocolitis
DB00635	prednisone	DB00394	beclomethasone-dipropionate	C2607914	Allergic Rhinitis (Disorder)
DB00635	prednisone	DB00394	beclomethasone-dipropionate	C0004096	asthma
DB08818	DB08818	DB00554	piroxicam	C0029408	osteoarthritis
DB06218	lacosamide	DB09119	eslicarbazepine-acetate	C0036572	seizures
DB06218	lacosamide	DB09119	eslicarbazepine-acetate	C0014544	epilepsy
DB00722	lisinopril	DB00214	torasemide	C0020538	Hypertensive disease
DB00722	lisinopril	DB00214	torasemide	C0018802	congestive heart failure
DB00712	flurbiprofen-(+/-)	DB00193	tramadol	C0029408	osteoarthritis
DB00783	estradiol	DB00136	calcitriol	C0029456	osteoporosis
DB08932	macitentan	DB11362	selexipag	C2973725	pulmonary arterial hypertension (PAH)
DB05015	belinostat	DB06813	pralatrexate	C0079774	peripheral T-cell lymphoma (PTCL)
DB00310	chlorthalidone	DB00177	valsartan	C0020538	Hypertensive disease
DB00310	chlorthalidone	DB00177	valsartan	C0018802	congestive heart failure
DB06292	dapagliflozin	DB13928	DB13928	C0020456	hyperglycemia
DB06292	dapagliflozin	DB13928	DB13928	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB00015	Reteplase	DB00001	Lepirudin	C0040053	thrombosis
DB00749	etodolac	DB00316	paracetamol	C0030193	Pain
DB00264	metoprolol	DB00178	ramipril	C0027051	Myocardial Infarction
DB00264	metoprolol	DB00178	ramipril	C0020538	Hypertensive disease
DB08814	triflusal	DB06209	prasugrel	C0027051	Myocardial Infarction
DB08814	triflusal	DB06209	prasugrel	C0040053	thrombosis
DB08814	triflusal	DB06209	prasugrel	C0038454	stroke
DB12153	citicoline	DB12243	edaravone	C0038454	stroke
DB00318	Codeine	DB01050	ibuprofen	C0030193	Pain
DB00318	Codeine	DB01050	ibuprofen	C0015967	fever
DB00731	nateglinide	DB08882	linagliptin	C0020456	hyperglycemia
DB00731	nateglinide	DB08882	linagliptin	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB00731	nateglinide	DB08882	linagliptin	C0011849	diabetes mellitus
DB00471	montelukast	DB00277	Theophylline	C0004096	asthma
DB00588	fluticasone propionate	DB04890	bepotastine	C0020517	Hypersensitivity
DB00316	paracetamol	DB01628	etoricoxib	C0003864	Arthritis
DB00966	telmisartan	DB09292	sacubitril	C0018802	congestive heart failure
DB01076	atorvastatin	DB00177	valsartan	C0020538	Hypertensive disease
DB09075	edoxaban	DB00208	ticlopidine	C0040053	thrombosis
DB09075	edoxaban	DB00208	ticlopidine	C0038454	stroke
DB09270	coenzyme Q10	DB00175	pravastatin	C0020473	hyperlipidemia
DB01050	ibuprofen	DB01296	glucosamine	C0231528	muscle pain
DB01050	ibuprofen	DB01296	glucosamine	C0029408	osteoarthritis
DB01050	ibuprofen	DB01296	glucosamine	C0003873	rheumatoid arthritis
DB08860	pitavastatin	DB01039	fenofibrate	C0020443	hypercholesterolemia
DB08860	pitavastatin	DB01039	fenofibrate	C0020474	Hyperlipidemia, Familial Combined
DB08860	pitavastatin	DB01039	fenofibrate	C0020473	hyperlipidemia
DB01129	rabeprazole	DB00927	famotidine	C0043515	Zollinger-Ellison syndrome
DB01129	rabeprazole	DB00927	famotidine	C0041582	Ulcer
DB01129	rabeprazole	DB00927	famotidine	C0013295	Duodenal Ulcer
DB01129	rabeprazole	DB00927	famotidine	C0030920	Peptic Ulcer
DB01129	rabeprazole	DB00927	famotidine	C0017168	gastroesophageal reflux disease (GERD)
DB00302	Tranexamic Acid	DB00513	6-Aminocaproic Acid	C0019080	hemorrhage
DB00503	Ritonavir	DB05521	telaprevir	C0524910	Hepatitis C, Chronic
DB00108	Natalizumab	DB00242	cladribine	C0026769	multiple sclerosis
DB00568	cinnarizine	DB00985	dimenhydrinate	C0027497	nausea
DB00568	cinnarizine	DB00985	dimenhydrinate	C0042571	vertigo
DB00972	azelastine	DB01364	ephedrine	C2607914	Allergic Rhinitis (Disorder)
DB00972	azelastine	DB01364	ephedrine	C0004096	asthma
DB00972	azelastine	DB01364	ephedrine	C0018621	Hay Fever
DB00180	flunisolide	DB01106	levocabastine	C2607914	Allergic Rhinitis (Disorder)
DB00936	Salicylic acid	DB01009	ketoprofen	C0030193	Pain
DB00936	Salicylic acid	DB01009	ketoprofen	C0029408	osteoarthritis
DB00936	Salicylic acid	DB01009	ketoprofen	C0003873	rheumatoid arthritis
DB00999	hydrochlorothiazide	DB00214	torasemide	C0020538	Hypertensive disease
DB00999	hydrochlorothiazide	DB00214	torasemide	C0018802	congestive heart failure
DB00999	hydrochlorothiazide	DB00214	torasemide	C0013604	edema
DB00999	hydrochlorothiazide	DB00214	torasemide	C0027726	nephrotic syndrome
DB00398	sorafenib	DB00034	Interferon Alfa-2a	C2239176	hepatocellular carcinoma (HCC)
DB00398	sorafenib	DB00034	Interferon Alfa-2a	C0007134	renal cell carcinoma (RCC)
DB00783	estradiol	DB00624	testosterone	C0020619	hypogonadism
DB00783	estradiol	DB00624	testosterone	C1458155	Mammary Neoplasms
DB00169	cholecalciferol	DB00884	risedronate	C0029458	Osteoporosis, Postmenopausal
DB00169	cholecalciferol	DB00884	risedronate	C0029456	osteoporosis
DB01071	Mequitazine	DB00852	Pseudoephedrine	C2607914	Allergic Rhinitis (Disorder)
DB01071	Mequitazine	DB00852	Pseudoephedrine	C0018621	Hay Fever
DB11656	rebamipide	DB08806	roxatidine-acetate	C0017152	gastritis
DB00146	Calcidiol	DB00169	cholecalciferol	C0035579	rickets
DB00146	Calcidiol	DB00169	cholecalciferol	C0020598	hypocalcemia
DB00146	Calcidiol	DB00169	cholecalciferol	C0020626	hypoparathyroidism
DB00146	Calcidiol	DB00169	cholecalciferol	C0022661	chronic renal failure
DB00146	Calcidiol	DB00169	cholecalciferol	C0029456	osteoporosis
DB00146	Calcidiol	DB00169	cholecalciferol	C0042870	vitamin D deficiency
DB01590	everolimus	DB06287	temsirolimus	C0007134	renal cell carcinoma (RCC)
DB08881	vemurafenib	DB00008	Peginterferon alfa-2a	C0025202	melanoma
DB01268	sunitinib	DB00398	sorafenib	C0007134	renal cell carcinoma (RCC)
DB00316	paracetamol	DB00145	Glycine	C2607914	Allergic Rhinitis (Disorder)
DB11324	nonivamide	DB09212	loxoprofen	C0003873	rheumatoid arthritis
DB00443	betamethasone	DB00307	bexarotene	C0079773	cutaneous T-cell lymphoma (CTCL)
DB08826	deferiprone	DB01609	deferasirox	C0005283	beta Thalassemia
DB08826	deferiprone	DB01609	deferasirox	C0282193	iron overload
DB00531	cyclophosphamide	DB00860	prednisolone	C0002880	Autoimmune Hemolytic Anemia
DB00531	cyclophosphamide	DB00860	prednisolone	C0026769	multiple sclerosis
DB00531	cyclophosphamide	DB00860	prednisolone	C0026948	Mycosis Fungoides
DB00531	cyclophosphamide	DB00860	prednisolone	C0023449	Acute Lymphocytic Leukemia
DB00531	cyclophosphamide	DB00860	prednisolone	C0027726	nephrotic syndrome
DB00531	cyclophosphamide	DB00860	prednisolone	C0024299	Lymphoma
DB00531	cyclophosphamide	DB00860	prednisolone	C0023418	Leukemia
DB00531	cyclophosphamide	DB00860	prednisolone	C0019829	Hodgkin's lymphoma
DB00484	brimonidine	DB00869	dorzolamide	C0017601	glaucoma
DB00484	brimonidine	DB00869	dorzolamide	C0017612	Glaucoma, Open-Angle
DB00484	brimonidine	DB00869	dorzolamide	C0028840	ocular hypertension
DB13165	ripasudil	DB00373	timolol	C0017601	glaucoma
DB13165	ripasudil	DB00373	timolol	C0028840	ocular hypertension
DB00586	diclofenac	DB08818	DB08818	C0029408	osteoarthritis
DB00527	cinchocaine	DB00281	lidocaine	C0033774	Pruritus
DB01234	dexamethasone	DB01656	roflumilast	C0004096	asthma
DB00945	aspirin	DB09212	loxoprofen	C0003873	rheumatoid arthritis
DB04878	voglibose	DB08882	linagliptin	C0020456	hyperglycemia
DB04878	voglibose	DB08882	linagliptin	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB04878	voglibose	DB08882	linagliptin	C0011849	diabetes mellitus
DB00825	levomenthol	DB00860	prednisolone	C0036508	seborrheic dermatitis
DB00514	dextromethorphan	DB01050	ibuprofen	C0015967	fever
DB08880	teriflunomide	DB00563	methotrexate	C0003873	rheumatoid arthritis
DB00047	Insulin Glargine	DB00331	metformin	C0020456	hyperglycemia
DB00047	Insulin Glargine	DB00331	metformin	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB00047	Insulin Glargine	DB00331	metformin	C0011849	diabetes mellitus
DB00927	famotidine	DB05265	ecabet	C0030920	Peptic Ulcer
DB00927	famotidine	DB05265	ecabet	C0041582	Ulcer
DB00927	famotidine	DB05265	ecabet	C0017168	gastroesophageal reflux disease (GERD)
DB01165	ofloxacin	DB01137	levofloxacin	C0034186	pyelonephritis
DB01165	ofloxacin	DB01137	levofloxacin	C0037199	sinusitis
DB01165	ofloxacin	DB01137	levofloxacin	C0155862	Streptococcal Pneumonia
DB01165	ofloxacin	DB01137	levofloxacin	C0033581	prostatitis
DB01165	ofloxacin	DB01137	levofloxacin	C0032285	pneumonia
DB00877	sirolimus	DB01590	everolimus	C0007134	renal cell carcinoma (RCC)
DB00364	sucralfate	DB00863	ranitidine	C0041582	Ulcer
DB00364	sucralfate	DB00863	ranitidine	C0013295	Duodenal Ulcer
DB00364	sucralfate	DB00863	ranitidine	C0038358	Gastric Ulcer
DB00364	sucralfate	DB00863	ranitidine	C0030920	Peptic Ulcer
DB00364	sucralfate	DB00863	ranitidine	C0017168	gastroesophageal reflux disease (GERD)
DB00482	celecoxib	DB01097	leflunomide	C0003873	rheumatoid arthritis
DB13165	ripasudil	DB00869	dorzolamide	C0017601	glaucoma
DB13165	ripasudil	DB00869	dorzolamide	C0028840	ocular hypertension
DB01222	budesonide	DB00244	mesalazine	C0014356	Enterocolitis
DB00790	perindopril	DB01076	atorvastatin	C0027051	Myocardial Infarction
DB00790	perindopril	DB01076	atorvastatin	C0020538	Hypertensive disease
DB06401	bazedoxifene	DB00169	cholecalciferol	C0029458	Osteoporosis, Postmenopausal
DB06401	bazedoxifene	DB00169	cholecalciferol	C0029456	osteoporosis
DB01262	decitabine	DB00997	doxorubicin	C0023467	Leukemia, Myelocytic, Acute
DB00341	cetirizine	DB00316	paracetamol	C2607914	Allergic Rhinitis (Disorder)
DB00966	telmisartan	DB08882	linagliptin	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB01183	naloxone	DB00813	Fentanyl	C0030193	Pain
DB01364	ephedrine	DB00852	Pseudoephedrine	C0004096	asthma
DB01364	ephedrine	DB00852	Pseudoephedrine	C0035455	Rhinitis
DB01364	ephedrine	DB00852	Pseudoephedrine	C2607914	Allergic Rhinitis (Disorder)
DB01364	ephedrine	DB00852	Pseudoephedrine	C0027424	Nasal congestion (finding)
DB01364	ephedrine	DB00852	Pseudoephedrine	C0018621	Hay Fever
DB00143	Glutathione	DB00155	L-Citrulline	C0162429	Malnutrition
DB00230	pregabalin	DB00996	gabapentin	C0032768	postherpetic neuralgia
DB00230	pregabalin	DB00996	gabapentin	C0036572	seizures
DB00230	pregabalin	DB00996	gabapentin	C0014544	epilepsy
DB00973	ezetimibe	DB09270	coenzyme Q10	C0020473	hyperlipidemia
DB01105	Sibutramine	DB06155	Rimonabant	C0028754	obesity
DB01235	levodopa	DB01037	selegiline	C0013384	Dyskinetic Syndrome
DB01235	levodopa	DB01037	selegiline	C0030567	Parkinson's Disease
DB00980	ramelteon	DB01142	doxepin	C0917801	Sleeplessness
DB00413	pramipexole	DB00996	gabapentin	C0035258	restless leg syndrome
DB00413	pramipexole	DB00996	gabapentin	C0013384	Dyskinetic Syndrome
DB00413	pramipexole	DB00996	gabapentin	C0030567	Parkinson's Disease
DB01296	glucosamine	DB00118	ademetionine	C0029408	osteoarthritis
DB00999	hydrochlorothiazide	DB00922	levosimendan	C0018802	congestive heart failure
DB00455	loratadine	DB01114	chlorphenamine	C0035457	Rhinitis, Allergic, Perennial
DB00455	loratadine	DB01114	chlorphenamine	C0020517	Hypersensitivity
DB00455	loratadine	DB01114	chlorphenamine	C0042109	urticaria
DB00455	loratadine	DB01114	chlorphenamine	C2607914	Allergic Rhinitis (Disorder)
DB00455	loratadine	DB01114	chlorphenamine	C0027424	Nasal congestion (finding)
DB00455	loratadine	DB01114	chlorphenamine	C0018621	Hay Fever
DB01296	glucosamine	DB00814	meloxicam	C0029408	osteoarthritis
DB01296	glucosamine	DB00814	meloxicam	C0003873	rheumatoid arthritis
DB00588	fluticasone propionate	DB00277	Theophylline	C0004096	asthma
DB00588	fluticasone propionate	DB00277	Theophylline	C0034067	Pulmonary Emphysema
DB00885	pemirolast	DB13036	ramatroban	C0004096	asthma
DB00548	Azelaic Acid	DB00755	tretinoin	C0702166	Acne
DB00531	cyclophosphamide	DB08935	obinutuzumab	C0023434	chronic lymphocytic leukemia (CLL)
DB00531	cyclophosphamide	DB08935	obinutuzumab	C0024299	Lymphoma
DB00654	latanoprost	DB00869	dorzolamide	C0017601	glaucoma
DB00654	latanoprost	DB00869	dorzolamide	C0017612	Glaucoma, Open-Angle
DB00654	latanoprost	DB00869	dorzolamide	C0028840	ocular hypertension
DB00860	prednisolone	DB01409	tiotropium	C0004096	asthma
DB00734	risperidone	DB09286	pipamperone	C0036341	schizophrenia
DB09038	empagliflozin	DB01261	sitagliptin	C0020456	hyperglycemia
DB09038	empagliflozin	DB01261	sitagliptin	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB09038	empagliflozin	DB01261	sitagliptin	C0011849	diabetes mellitus
DB00973	ezetimibe	DB00627	niacin	C0020443	hypercholesterolemia
DB00973	ezetimibe	DB00627	niacin	C0020474	Hyperlipidemia, Familial Combined
DB00973	ezetimibe	DB00627	niacin	C0020473	hyperlipidemia
DB00548	Azelaic Acid	DB02701	nicotinamide	C0702166	Acne
DB00661	verapamil	DB04855	dronedarone	C0003811	Cardiac Arrhythmia
DB00661	verapamil	DB04855	dronedarone	C0004238	atrial fibrillation (AF)
DB12364	betrixaban	DB00758	clopidogrel	C0040053	thrombosis
DB00569	Fondaparinux	DB00006	bivalirudin	C0040053	thrombosis
DB01410	ciclesonide	DB01409	tiotropium	C0004096	asthma
DB00063	eptifibatide	DB01240	epoprostenol	C0040053	thrombosis
DB00627	niacin	DB00159	icosapent	C0020557	hypertriglyceridemia
DB06292	dapagliflozin	DB08882	linagliptin	C0020456	hyperglycemia
DB06292	dapagliflozin	DB08882	linagliptin	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB06292	dapagliflozin	DB08882	linagliptin	C0011849	diabetes mellitus
DB00455	loratadine	DB00201	caffeine	C2607914	Allergic Rhinitis (Disorder)
DB00455	loratadine	DB00201	caffeine	C0027424	Nasal congestion (finding)
DB09265	Lixisenatide	DB01132	pioglitazone	C0020456	hyperglycemia
DB09265	Lixisenatide	DB01132	pioglitazone	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB08889	carfilzomib	DB00188	bortezomib	C0026764	multiple myeloma
DB00341	cetirizine	DB01003	cromoglicic-acid	C0035457	Rhinitis, Allergic, Perennial
DB00341	cetirizine	DB01003	cromoglicic-acid	C2607914	Allergic Rhinitis (Disorder)
DB00341	cetirizine	DB01003	cromoglicic-acid	C0042109	urticaria
DB00795	sulfasalazine	DB00244	mesalazine	C0014356	Enterocolitis
DB00795	sulfasalazine	DB00244	mesalazine	C0009324	ulcerative colitis
DB01128	bicalutamide	DB01248	docetaxel	C0376358	Malignant Neoplasm Of Prostate
DB06262	droxidopa	DB00494	entacapone	C0013384	Dyskinetic Syndrome
DB06262	droxidopa	DB00494	entacapone	C0030567	Parkinson's Disease
DB01156	bupropion	DB00273	topiramate	C0028754	obesity
DB04865	homoharringtonine	DB00619	imatinib	C0023473	chronic myeloid leukemia (CML)
DB00722	lisinopril	DB00310	chlorthalidone	C0020538	Hypertensive disease
DB00722	lisinopril	DB00310	chlorthalidone	C0018802	congestive heart failure
DB09053	ibrutinib	DB00987	cytarabine	C0023434	chronic lymphocytic leukemia (CLL)
DB06268	Sitaxentan	DB00492	fosinopril	C0018802	congestive heart failure
DB00182	Amphetamine	DB00575	clonidine	C1263846	attention-deficit/hyperactivity disorder (ADHD)
DB11712	tezacaftor	DB09280	lumacaftor	C0010674	cystic fibrosis
DB00316	paracetamol	DB06204	tapentadol	C0030193	Pain
DB00860	prednisolone	DB00244	mesalazine	C0014356	Enterocolitis
DB00860	prednisolone	DB00244	mesalazine	C0009324	ulcerative colitis
DB00860	prednisolone	DB00244	mesalazine	C0021390	inflammatory bowel disease
